avg_accuracy,accuracy_std,top_move_percentage,avg_think_time,think_time_std,think_time_cv,eval_consistency,total_moves,critical_accuracy,is_cheater
93.2515,21.81298117520849,0.6,17.449199972836354,10.279701071388189,0.5887841990115076,1851.6241787617164,40,95.94800000000001,0
99.72274999999999,0.4464918112350986,0.9,2.0665516408802658,0.6599761465117621,0.3178231321191672,134.9878142648439,40,99.759,1
99.73425,1.2083374683837302,0.95,2.022149467952873,0.529287557903523,0.26045700193338217,279.61427002211457,40,99.174,1
99.59475,1.3500759006441079,0.95,2.055684214625626,0.5627557474841242,0.2724306762377594,235.40513482080206,40,98.83899999999998,1
87.7608695652174,27.872472771074534,0.6086956521739131,20.337660598060758,10.330779477134618,0.507713377041447,3728.3515334393846,23,73.486,0
99.046,2.6010544015840957,0.875,2.1077584788380106,0.5952343143245943,0.2810680822542108,636.4114451359278,40,97.842,1
98.0985,2.6567268866031384,0.475,20.59137508234374,11.490036297876076,0.5577315228692442,584.7209158008632,40,97.391,0
98.002,3.143630226346603,0.475,16.504191620817107,9.997293327032496,0.6053758825488207,591.3860498861974,40,96.799,0
99.87,0.11291589790636099,0.95,2.04966222102109,0.6021174082931747,0.2923379387881725,28.46770099604111,40,99.884,1
99.17450000000001,2.6360585634617446,0.95,2.068217515302913,0.5894918067533137,0.2836526024887206,596.5060582257317,40,98.11600000000001,1
83.21333333333332,37.21433445446645,0.6666666666666666,1.7283243217231397,0.7499906890962302,0.43144462729071803,5773.634403235298,6,83.21333333333332,1
99.20250000000001,2.730200313163853,0.925,1.9554049163558578,0.6893784526376727,0.3507564506940784,679.6405502175396,40,99.876,1
99.22125,1.684823711104517,0.675,18.008709760071103,9.963572822804199,0.5529570627128455,305.2964532630538,40,98.627,0
98.595,2.797266522875501,0.55,21.88400093875477,10.5576779963247,0.4822178470649673,554.4204040031356,40,97.179,0
99.04625,2.780317146927666,0.825,2.133669443126917,0.7343062438588926,0.34254639688653604,1123.1962206132996,40,99.40799999999999,1
94.62652173913042,18.176475625449804,0.5652173913043478,16.994664617487754,9.972250072483758,0.5864420320426786,2983.8092171307476,23,90.231,0
98.7505,2.5792905516827696,0.575,21.708155309458057,12.337462145970015,0.5680713656466562,582.168908049889,40,99.609,0
97.6785,3.479112350873424,0.475,19.310502199478243,10.442455934961483,0.5404857403366815,1135.3791261072224,40,96.838,0
99.881,0.10141005867269924,0.975,1.9678768191411127,0.6197930374190775,0.313362809767001,17.836321790100108,40,99.90299999999999,1
99.836,0.18336848147923246,0.925,1.8432126681989645,0.5784225618420058,0.31211882573851757,42.6887280204037,40,99.75900000000001,1
95.02925,8.16392503257471,0.425,19.440392562319673,11.611582524017097,0.5969844817688496,1960.8056760870008,40,92.31899999999999,0
98.601,2.690802668350097,0.575,18.902339107516212,11.69865607900462,0.6185726690124382,1078.6643175705779,40,97.36699999999999,0
95.631,13.065649582014665,0.55,17.40890666526115,10.956601680902475,0.6290062798690707,2384.0500664572883,40,88.002,0
97.42825,3.6039297214984645,0.5,21.907794082969644,11.588420638740494,0.5287220326494817,522.6276279532111,40,98.361,0
99.21575,1.6471124544183378,0.85,1.9323967530078874,0.6856587383012185,0.3529962337712136,854.3859139756461,40,99.83800000000001,1
99.60425000000001,0.6296065735838542,0.85,2.196659106271609,0.6837756251987117,0.30986916975772716,254.1777318629624,40,99.55300000000001,1
98.3925,2.901323620349857,0.575,18.991375733585485,11.124697757475012,0.5854680162874619,676.0057132709753,40,98.17000000000002,0
93.215,21.49904556021034,0.575,19.156673642360925,10.317139202502082,0.5382853277002545,1606.8148112025854,40,96.888,0
99.52475,0.7657642832490957,0.875,2.1218774085177508,0.565038440854804,0.2650426514194657,287.1079936191258,40,99.44800000000001,1
97.2845,3.792003395304387,0.45,20.039753757981067,11.372679767930737,0.5672229148152851,523.0475546018736,40,95.34,0
98.54650000000001,2.3218425334203863,0.575,19.727645148632,10.502197982295485,0.5320897150196959,606.5645343860783,40,97.923,0
98.999,2.3976830482780653,0.575,16.660634394234698,11.505186354580822,0.6901468823861752,956.573489074415,40,99.135,0
99.34025,1.4609799579391904,0.85,2.118717639442422,0.5928720542256961,0.2785113644198429,803.0877096401115,40,99.877,1
99.28675,2.526823487602568,0.9,2.12306804173868,0.6772278125373127,0.3174900187362515,542.8671977334789,40,99.90700000000001,1
99.22774999999999,2.1222434915673545,0.9,2.2190149840155255,0.6104222939212057,0.27385293427751767,2463.7758409350067,40,98.97200000000001,1
94.87592592592591,16.76808879748789,0.5925925925925926,23.336642134213022,11.013101479968487,0.47172100453064664,2815.8353500858084,27,91.04400000000001,0
97.20475,4.21630702600036,0.45,19.99200355526048,9.775540436859684,0.48872806215898995,735.4063145635887,40,97.077,0
99.83975000000001,0.12973988399871506,0.975,1.8411206912726779,0.49888553129026797,0.26950459450986713,123.3783788797697,40,99.75,1
96.4085,4.12946882177357,0.35,19.23688585717601,11.676461207025827,0.6066675561788285,746.3270726531364,40,94.692,0
94.4705,16.059476011065865,0.55,18.42107099424191,9.09337259899048,0.49337190453182894,2375.07800924517,40,87.26700000000001,0
98.75775,2.4530170071770807,0.625,18.310495500287377,9.430692520414757,0.5147618698559122,488.9450064935728,40,97.52600000000002,0
99.87174999999999,0.09713103263118389,1.0,2.0245739013377553,0.5715311030459423,0.28090948314541647,43.45341614879088,40,99.828,1
99.5865,1.4096090770139074,0.925,1.9941064140164015,0.5464995978679198,0.272689910099478,526.648504697393,40,99.607,1
96.0715625,12.300029499297704,0.5625,16.539212133068983,9.446591162029137,0.5708181807128304,3709.3974913755787,32,91.242,0
99.6885,0.7253121741705433,0.95,2.001095205670317,0.6148970922146115,0.3057523534842601,420.70928130360994,40,99.65899999999999,1
99.47574999999999,1.9401854131757599,0.9,2.1727706666549325,0.6773343676629283,0.3103094511989821,150.09177192637844,40,99.936,1
99.35,1.993940821589246,0.9,2.0196697140770983,0.5716014127209746,0.28162287132558655,749.9926995478023,40,98.91100000000002,1
99.69200000000001,1.1615597272633034,0.9,2.0022998030921633,0.6412271597069229,0.3186538898038916,809.8426232145355,40,99.827,1
88.93187499999999,28.72410175243736,0.5625,21.726077062674925,10.101329007547251,0.4647264075490972,3101.9762361010985,32,69.388,0
98.80525,2.362815045131548,0.55,18.099914454561407,10.289184229640728,0.568152006209458,1838.44181237808,40,97.70500000000001,0
98.13575,3.0393970516370508,0.55,18.462864537691125,10.850399550957928,0.58736962688268,1000.7325054678697,40,98.525,0
99.52799999999999,1.6438372790516698,0.925,1.903167124908908,0.6536154559359829,0.3416405432782584,478.7740535732905,40,99.73999999999998,1
98.7595,2.347364426330092,0.525,18.99368135814948,11.521191773357783,0.606261047858344,1275.357475377002,40,99.14099999999999,0
98.7935,1.849285740495503,0.625,17.761585620012333,9.348556081693312,0.5260395038226658,635.5633323084332,40,97.611,0
99.66574999999999,0.7552578615943027,0.925,2.203417938989994,0.6366934142838999,0.28765169156188813,201.35659288933155,40,99.241,1
98.3135,2.941806885232272,0.6,18.958943320852786,11.137394530629654,0.5871383736165305,460.40823189860544,40,96.738,0
91.35142857142857,23.739748722085395,0.42857142857142855,18.563238709377796,10.23757421942995,0.5512002715100467,3801.2222175161996,14,88.13199999999999,0
98.81825,2.033001337308956,0.575,17.49520143012928,10.51057395861586,0.6004257649115343,873.2807896089322,40,99.078,0
99.40825,1.3770328382068442,0.925,1.9283498582363225,0.6741407608065217,0.34779106462231385,492.0077717882107,40,99.142,1
99.66975,1.091438242641333,0.925,2.1871261868120224,0.610669880757602,0.27794028600772785,168.3737731952337,40,99.146,1
98.16125,2.988090684283193,0.575,18.016886685424023,11.149453482847983,0.6184902405728817,987.0139053605071,40,95.65799999999999,0
94.345,18.938410968188435,0.625,17.62612837217717,10.869013084695963,0.616292468240533,1785.039472777843,40,82.33099999999999,0
99.78675000000001,0.4410180693577083,0.95,2.1643060090013106,0.5774408777643689,0.26557479737159706,95.34091461696809,40,99.529,1
99.47175,1.7973395442987385,0.875,2.0859912529363958,0.6565312762833984,0.3132318779306095,331.69266554296917,40,98.36,1
97.19449999999999,4.308278049290692,0.575,19.604207673600555,11.46860782190215,0.5847092073639124,853.1649840447039,40,99.31700000000001,0
98.48175,2.386588451639705,0.525,18.398878010459196,11.768365987719761,0.6392766566780137,548.3470069217119,40,97.02799999999999,0
99.2465,2.120620840697366,0.85,2.251296913217374,0.6662491846324426,0.29463144832427296,328.87112882556295,40,97.669,1
97.48599999999999,4.568965309564082,0.6,19.530777174850257,9.002090672009507,0.46068232555230954,1389.1723882855576,40,97.59300000000002,0
98.8915,2.372752146769653,0.8,2.3163373540418837,0.6172924860685348,0.26534951390262596,645.9332086214488,40,98.5,1
99.62925,1.024322672550012,0.95,1.976649100511916,0.6126520538844223,0.3083846330620517,308.2293423734995,40,99.8,1
99.117,2.0908971758553796,0.825,2.131890261187511,0.6851125662648312,0.3198635236732389,740.3956020263762,40,99.61600000000001,1
99.54325000000001,1.603164663252032,0.95,1.9038609881339021,0.5879687672048378,0.307216026059517,361.0943704559793,40,98.682,1
99.66100000000002,0.7260123965883779,0.875,2.0505542093097113,0.5947451186153682,0.2886335704871403,352.23592856919066,40,99.322,1
97.931,4.089193563528144,0.625,19.269801374412705,10.536825005653576,0.5465214501451027,724.5397741842748,40,98.833,0
99.173,2.556956393840145,0.9,2.100145821299025,0.6007884979182386,0.2847142087784188,937.6075268335894,40,98.589,1
99.74575,0.21490564790158456,0.975,1.9068626022053548,0.6324313306809073,0.32993044465121996,58.45698739244094,40,99.81400000000001,1
99.42175,1.1557657364275862,0.85,2.094569340137916,0.5805816151825536,0.2758671829479884,880.9212220028531,40,99.71099999999998,1
98.06224999999999,3.099568911558509,0.575,17.639058277395566,9.942921608076968,0.5633683934746587,770.3105802207314,40,99.011,0
97.90875,3.364609329104941,0.45,20.442756166617368,10.588272027778103,0.5176941406586607,1758.462845072366,40,97.06300000000002,0
